species_id,scientific_name,common_name,status,kingdom,detail_url,image_url
1943,Dysoxylum cauliflorum,Dedali,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=1943,https://cms.mybis.gov.my/thumbnail/s300_8351.jpeg
2079,Dysoxylum cyrtobotryum,Kayu Ling,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=2079,https://cms.mybis.gov.my/thumbnail/s300_571.jpeg
6584,Dysoxylum densiflorum,Segera,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=6584,https://cms.mybis.gov.my/img/plant.png
11509,Dysoxylum dumosum,Lingga Api,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=11509,https://cms.mybis.gov.my/thumbnail/s300_6743.jpeg
10153,Dysoxylum excelsum,Durong,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=10153,https://cms.mybis.gov.my/img/plant.png
15696,Dysoxylum grande,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=15696,https://cms.mybis.gov.my/img/plant.png
25665,Dysoxylum macrocarpum,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=25665,https://cms.mybis.gov.my/img/plant.png
25676,Dysoxylum mollissimum,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=25676,https://cms.mybis.gov.my/img/plant.png
36345,Dysoxylum papillosum,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=36345,https://cms.mybis.gov.my/img/plant.png
36252,Dysoxylum rigidum,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=36252,https://cms.mybis.gov.my/img/plant.png
36264,Dysoxylum rugulosum,Segera,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=36264,https://cms.mybis.gov.my/img/plant.png
16345,Elaeocarpus angustifolius,Blue Marble Tree,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=16345,https://cms.mybis.gov.my/thumbnail/s300_8352.jpeg
12727,Elaeocarpus ferrugineus,Mendong,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=12727,https://cms.mybis.gov.my/thumbnail/s300_5234.jpeg
16406,Elaeocarpus griffithii,Mendong,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=16406,https://cms.mybis.gov.my/img/plant.png
24867,Elaeocarpus nanus,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=24867,https://cms.mybis.gov.my/img/plant.png
36464,Elaeocarpus pedunculatus,Mendong,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=36464,https://cms.mybis.gov.my/img/plant.png
36469,Elaeocarpus polystachyus,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=36469,https://cms.mybis.gov.my/thumbnail/s300_2555.jpeg
36476,Elaeocarpus pseudopaniculatus,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=36476,https://cms.mybis.gov.my/img/plant.png
36317,Elaeocarpus reticosus,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=36317,https://cms.mybis.gov.my/img/plant.png
36358,Elaeocarpus robustus,Sangah,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=36358,https://cms.mybis.gov.my/img/plant.png
33910,Elaeocarpus stipularis,Kungkurad,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=33910,https://cms.mybis.gov.my/thumbnail/s300_2557.jpeg
33916,Elaeocarpus symingtonii,,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=33916,https://cms.mybis.gov.my/img/plant.png
3338,Endocomia canarioides,Pianggu Talang,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=3338,https://cms.mybis.gov.my/img/plant.png
25764,Endocomia macrocoma,Kumpang Limau,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=25764,https://cms.mybis.gov.my/img/plant.png
16381,Epigynum griffithianum,Lemak Ketam,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=16381,https://cms.mybis.gov.my/img/plant.png
36586,Epigynum ridleyi,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=36586,https://cms.mybis.gov.my/img/plant.png
36594,Equisetum ramosissimum,Boston Horsetail,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=36594,https://cms.mybis.gov.my/thumbnail/s300_3992.jpeg
3510,Erycibe aenea,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=3510,https://cms.mybis.gov.my/img/plant.png
9152,Erycibe albida,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=9152,https://cms.mybis.gov.my/thumbnail/s300_1979.jpeg
33998,Erycibe stapfiana,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=33998,https://cms.mybis.gov.my/img/plant.png
35497,Erythropalum scandens,Akar Kulim,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35497,https://cms.mybis.gov.my/thumbnail/s300_2092.jpeg
6407,Erythroxylum cuneatum,Cinta Mula,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=6407,https://cms.mybis.gov.my/img/plant.png
20014,Euthemis leucocarpa,Pelawan Beruk,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=20014,https://cms.mybis.gov.my/thumbnail/s300_302.jpeg
15372,Galearia fulva,Ekor Tupai,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=15372,https://cms.mybis.gov.my/thumbnail/s300_572.jpeg
26269,Galearia maingayi,Minyak Beruk,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=26269,https://cms.mybis.gov.my/img/plant.png
26374,Gnetum macrostachyum,,Not Evaluated,Plantae,https://www.mybis.gov.my/one/profile.php?sid=26374,https://cms.mybis.gov.my/img/plant.png
26375,Gnetum microcarpum,,Not Evaluated,Plantae,https://www.mybis.gov.my/one/profile.php?sid=26375,https://cms.mybis.gov.my/thumbnail/s300_9497.jpeg
37919,Goniophlebium percussum,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=37919,https://cms.mybis.gov.my/thumbnail/s300_8232.jpeg
37920,Goniophlebium persicifolium,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=37920,https://cms.mybis.gov.my/thumbnail/s300_845.jpeg
989,Guioa bijuga,Senyamok,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=989,https://cms.mybis.gov.my/img/plant.png
12099,Gymnacranthera farquhariana,Penarahan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=12099,https://cms.mybis.gov.my/img/plant.png
14665,Gymnacranthera forbesii,Medang Kuning,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=14665,https://cms.mybis.gov.my/thumbnail/s300_5574.jpeg
38023,Gynostemma pentaphyllum,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=38023,https://cms.mybis.gov.my/img/plant.png
16266,Haplopteris angustifolia,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=16266,https://cms.mybis.gov.my/thumbnail/s300_1684.jpeg
11627,Haplopteris elongata,Stiff Shoestring Fern,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=11627,https://cms.mybis.gov.my/thumbnail/s300_8234.jpeg
11200,Haplopteris ensiformis,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=11200,https://cms.mybis.gov.my/img/plant.png
61516,Harmandia mekongensis,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=61516,https://cms.mybis.gov.my/img/plant.png
6589,Harpullia cupanioides,Lokud,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=6589,https://cms.mybis.gov.my/img/plant.png
38615,Helosis ruficeps,,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=38615,https://cms.mybis.gov.my/thumbnail/s300_2286.jpeg
39339,Heynea trijuga,Tangis Sarang Burung,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=39339,https://cms.mybis.gov.my/img/plant.png
4524,Hiptage burkilliana,,Critically Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=4524,https://cms.mybis.gov.my/img/plant.png
37261,Hiptage sericea,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=37261,https://cms.mybis.gov.my/img/plant.png
7157,Hopea apiculata,Giam Melukut,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=7157,https://cms.mybis.gov.my/thumbnail/s300_27.jpeg
438,Hopea beccariana,Merawan Batu,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=438,https://cms.mybis.gov.my/thumbnail/s300_2519.jpeg
2784,Hopea bracteata,Merawan Ungu,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=2784,https://cms.mybis.gov.my/thumbnail/s300_2522.jpeg
11624,Hopea dyeri,Merawan Palit,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=11624,https://cms.mybis.gov.my/thumbnail/s300_5660.jpeg
50649,Hopea glaucescens,Merawan Kelabu,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=50649,https://cms.mybis.gov.my/thumbnail/s300_2528.jpeg
16843,Hopea helferi,Lintah Bukit,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=16843,https://cms.mybis.gov.my/thumbnail/s300_2526.jpeg
26722,Hopea myrtifolia,Mata Kucing Beludu,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=26722,https://cms.mybis.gov.my/img/plant.png
25451,Hopea nervosa,Merawan Jangkang,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=25451,https://cms.mybis.gov.my/thumbnail/s300_5669.jpeg
31808,Hopea odorata,Merawan Siput Jantan,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31808,https://cms.mybis.gov.my/thumbnail/s300_8915.jpeg
39192,Hopea pedicellata,Merawan Mata Kuching Bukit,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=39192,https://cms.mybis.gov.my/img/plant.png
37375,Hopea semicuneata,Giam Jantan,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=37375,https://cms.mybis.gov.my/thumbnail/s300_2281.jpeg
35091,Hopea sublanceolata,Merawan Jeruai,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35091,https://cms.mybis.gov.my/img/plant.png
35093,Hopea sulcata,Merawan Meranti,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35093,https://cms.mybis.gov.my/thumbnail/s300_1877.jpeg
2247,Horsfieldia brachiata,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=2247,https://cms.mybis.gov.my/img/plant.png
15385,Horsfieldia fulva,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=15385,https://cms.mybis.gov.my/img/plant.png
47201,Horsfieldia irya,Pianggu,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=47201,https://cms.mybis.gov.my/img/plant.png
26743,Horsfieldia majuscula,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=26743,https://cms.mybis.gov.my/img/plant.png
39280,Horsfieldia polyspherula,Penarahan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=39280,https://cms.mybis.gov.my/thumbnail/s300_4727.jpeg
38924,Horsfieldia ridleyana,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=38924,https://cms.mybis.gov.my/img/plant.png
35101,Horsfieldia subalpina,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35101,https://cms.mybis.gov.my/img/plant.png
35104,Horsfieldia sucosa,Penarahan,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35104,https://cms.mybis.gov.my/img/plant.png
35105,Horsfieldia superba,Penarahan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35105,https://cms.mybis.gov.my/thumbnail/s300_477.jpeg
38218,Horsfieldia tomentosa,Manchong,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=38218,https://cms.mybis.gov.my/img/plant.png
44402,Horsfieldia wallichii,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=44402,https://cms.mybis.gov.my/img/plant.png
39023,Illicium ridleyanum,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=39023,https://cms.mybis.gov.my/thumbnail/s300_39.jpeg
35777,Illicium tenuifolium,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35777,https://cms.mybis.gov.my/img/plant.png
39670,Intsia palembanica,Merbau,No Data,Plantae,https://www.mybis.gov.my/one/profile.php?sid=39670,https://cms.mybis.gov.my/thumbnail/s300_7915.jpeg
5125,Knema communis,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=5125,https://cms.mybis.gov.my/img/plant.png
6636,Knema conferta,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=6636,https://cms.mybis.gov.my/img/plant.png
5553,Knema curtisii,,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=5553,https://cms.mybis.gov.my/thumbnail/s300_528.jpeg
15488,Knema furfuracea,Penarahan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=15488,https://cms.mybis.gov.my/img/plant.png
14653,Knema globularia,Penarahan Padi,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=14653,https://cms.mybis.gov.my/img/plant.png
19198,Knema hookeriana,Penarahan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=19198,https://cms.mybis.gov.my/img/plant.png
47220,Knema intermedia,Kumpang Daun Panjang,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=47220,https://cms.mybis.gov.my/img/plant.png
28889,Knema kunstleri,Penarahan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=28889,https://cms.mybis.gov.my/img/plant.png
47003,Knema laurina,Penarahan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=47003,https://cms.mybis.gov.my/thumbnail/s300_1090.jpeg
26968,Knema malayana,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=26968,https://cms.mybis.gov.my/img/plant.png
29714,Knema oblongifolia,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=29714,https://cms.mybis.gov.my/img/plant.png
40307,Knema plumulosa,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=40307,https://cms.mybis.gov.my/img/plant.png
39954,Knema scortechinii,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=39954,https://cms.mybis.gov.my/img/plant.png
51934,Knema stenophylla,Penarahan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=51934,https://cms.mybis.gov.my/img/plant.png
35404,Knema sumatrana,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35404,https://cms.mybis.gov.my/img/plant.png
40373,Kopsia pauciflora,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=40373,https://cms.mybis.gov.my/thumbnail/s300_6476.jpeg
39983,Kopsia singapurensis,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=39983,https://cms.mybis.gov.my/img/plant.png
11163,Lansium domesticum,Langsat,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=11163,https://cms.mybis.gov.my/thumbnail/s300_538.jpeg
50859,Lecanopteris pumila,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=50859,https://cms.mybis.gov.my/thumbnail/s300_8626.jpeg
839,Lemmaphyllum accedens,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=839,https://cms.mybis.gov.my/thumbnail/s300_849.jpeg
35470,Lepionurus sylvestris,Chemperai Gajah,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35470,https://cms.mybis.gov.my/img/plant.png
15239,Lepisanthes fruticosa,Belingasan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=15239,https://cms.mybis.gov.my/img/plant.png
39265,Lepisanthes rubiginosa,Kelat Layu,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=39265,https://cms.mybis.gov.my/thumbnail/s300_9321.jpeg
40283,Lepisanthes senegalensis,Kelinga Gaba,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=40283,https://cms.mybis.gov.my/img/plant.png
36628,Lepisanthes tetraphylla,Arit-arit,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=36628,https://cms.mybis.gov.my/img/plant.png
45824,Lepisorus longifolius,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=45824,https://cms.mybis.gov.my/thumbnail/s300_850.jpeg
27111,Leptochilus macrophyllus,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=27111,https://cms.mybis.gov.my/thumbnail/s300_851.jpeg
10441,Leuconotis eugeniifolia,Akar Gerip Putih,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=10441,https://cms.mybis.gov.my/img/plant.png
16430,Leuconotis griffithii,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=16430,https://cms.mybis.gov.my/img/plant.png
40369,Leucostegia pallida,,Data Deficient,Plantae,https://www.mybis.gov.my/one/profile.php?sid=40369,https://cms.mybis.gov.my/img/plant.png
47010,Lijndenia laurina,Nipis Kulit,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=47010,https://cms.mybis.gov.my/img/plant.png
